segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,health_score,anomaly_risk,maintenance_priority
92,0,1,CADC0872,1,171,172,-3.592388377906977e-06,2.79823589375466e-10,1.6727928424508098e-05,-1.471195927967888,0.0407507457859605,1,1,1,48,56,6.32703271027755e-13,7.471556964289924e-13,171,172,1.6363952595056489e-12,1.6268813335782905e-12,95.41329253877115,4.586707461228855,Low
93,0,1,CADC0872,1,184,185,1.7363352054054051e-06,4.90688908352527e-10,2.2151499009153472e-05,-1.4573953880218091,-0.0468666031016188,1,1,1,52,64,8.772932490443871e-13,9.471598148829386e-13,184,185,2.6667875453941695e-12,2.652372477581228e-12,95.65434366866597,4.345656331334027,Low
94,0,0,CADC0872,1,175,176,6.039060977272728e-06,5.07516575048916e-10,2.2528128529660783e-05,-1.3201792493597653,-0.1472410003128667,1,1,1,52,59,9.04111810546067e-13,8.668689179994368e-13,175,176,2.900094714565235e-12,2.883616903687024e-12,95.86947432008594,4.130525679914058,Low
95,1,1,CADC0872,1,178,179,4.147243346368715e-06,6.28026548113771e-10,2.50604578592206e-05,-0.8749599126935235,-0.2064508289548608,1,1,1,1,2,1.0047557932407453e-11,1.9378686908980855e-11,178,179,3.528239034347029e-12,3.508528201752912e-12,95.81266320540333,4.187336794596675,Low
96,0,1,CADC0872,1,184,185,1.437770978378378e-06,9.426989031052215e-10,3.0703402142193e-05,-1.4942722552801424,-0.0229708851640948,1,1,1,46,63,1.3173679043932238e-12,6.08737514873977e-13,184,185,5.1233636038327266e-12,5.095669746514712e-12,95.60497501686375,4.395024983136253,Low
97,1,1,CADC0872,1,170,171,-7.196355608187134e-06,6.804697576918915e-10,2.6085815258333243e-05,-1.3265286513853711,0.1016824882778344,2,1,1,1,2,5.470948589494119e-11,1.6092712328626835e-10,170,171,4.002763280540538e-12,3.979355308139716e-12,95.16747059453289,4.832529405467113,Low
98,0,1,CADC0872,1,181,182,-5.298504725274738e-07,7.905372265744044e-10,2.8116493852797588e-05,-1.4850829787355693,-0.0324248094894206,1,1,1,51,64,1.1998542810252676e-12,7.806928749304099e-13,181,182,4.36760898659892e-12,4.343611135024201e-12,95.6272039077461,4.372796092253907,Low
99,1,1,CADC0872,1,177,178,-6.080523601123596e-06,2.9846780421774486e-10,1.7276220773587747e-05,-0.3642965800776485,0.0054435665612418,1,1,1,1,1,6.760747639954245e-12,1.3071690773946318e-11,177,178,1.686258780891214e-12,1.676785416953623e-12,94.95527035843915,5.044729641560849,Low
100,0,1,CADC0872,1,177,178,5.531299657303371e-06,4.201540447179882e-10,2.0497659493658984e-05,-1.4436734263109798,-0.0325044466133817,1,1,1,52,57,7.566201279780085e-13,6.878774364224371e-13,177,178,2.37375166507338e-12,2.360415981561732e-12,95.60679722383182,4.393202776168181,Low
101,0,1,CADC0872,1,175,176,1.4944010170454544e-06,2.718116871940872e-10,1.6486712443482696e-05,-1.4919572667748202,-0.0152433013510625,1,1,1,50,57,7.106335581868917e-13,1.149226248322459e-12,175,176,1.5532096411090696e-12,1.5443845863300408e-12,95.58237308748679,4.417626912513214,Low
102,0,1,CADC0872,1,169,170,1.5444158823529192e-08,2.3654979389362953e-10,1.538017535314957e-05,-1.5192484455591122,-0.0227404409111167,1,1,1,50,56,6.547871452329411e-13,9.636567911954909e-13,169,170,1.3997029224475121e-12,1.3914693758448797e-12,95.6174026614715,4.382597338528498,Low
103,0,0,CADC0872,1,163,164,-3.3772070701219508e-06,1.2333576515527495e-10,1.110566365217653e-05,-1.4473567245843493,-0.0146940282585836,1,1,1,45,55,4.3075143630128653e-13,7.341146198410868e-13,163,164,7.566611359219322e-13,7.520473485077739e-13,95.55850485906369,4.441495140936311,Low
104,1,0,CADC0872,1,174,175,-1.6305293142857126e-07,1.5586363234359536e-10,1.248453572799547e-05,-1.34504730968096,0.0568702020274285,2,2,2,2,5,4.691100890963176e-12,9.22113355077834e-12,174,175,8.95768001974686e-13,8.906493276776878e-13,95.30417415450918,4.695825845490816,Low
105,0,1,CADC0872,1,169,170,2.4936633905882363e-06,1.4784626466487359e-10,1.2159204935556996e-05,-1.2895263564033577,-0.1073631482139543,1,1,1,54,58,4.977309343060324e-13,9.294165552150837e-13,169,170,8.74829968431205e-13,8.696839097933744e-13,95.74139610261125,4.258603897388753,Low
106,1,1,CADC0872,1,177,178,4.434545005617978e-06,1.9120541510090828e-10,1.3827704621552642e-05,0.3660157247453517,0.0650394441445405,2,2,1,1,2,4.330064134269116e-11,1.2931585249754594e-10,177,178,1.0802565824910073e-12,1.0741877252860017e-12,94.4184036102721,5.581596389727906,Low
107,0,1,CADC0872,1,177,178,-5.142483426966294e-07,2.2768186545527467e-10,1.5089130705752224e-05,-1.4939471522519352,-0.0131832263241863,1,1,1,56,60,5.679105230513337e-13,8.188402323544929e-13,177,178,1.2863382229111562e-12,1.2791116036813185e-12,95.577585573978,4.4224144260220015,Low
108,0,0,CADC0872,1,180,181,-1.5398929668508289e-06,2.2431928477854884e-10,1.497729230463734e-05,-1.4614961163656404,-0.0003316723968342,5,1,1,26,32,1.89440286060444e-12,5.059638128023586e-12,180,181,1.2462182487697158e-12,1.2393330650748554e-12,95.5248269902627,4.475173009737304,Low
109,0,1,CADC0872,1,177,178,2.7725879550561803e-06,2.4019666628027256e-10,1.5498279461936173e-05,-1.3626892964164463,-0.0222535607745982,8,1,1,30,44,6.121295225264183e-12,1.7720287320060974e-11,177,178,1.3570433123179245e-12,1.3494194734846776e-12,95.53709456229839,4.4629054377016075,Low
110,1,0,CADC0872,1,171,172,4.567061761627908e-06,3.3370297398047483e-10,1.82675388046796e-05,-0.9776479575418944,-0.3830410337597241,2,2,1,16,26,1.6371326049538258e-11,3.931132785995845e-11,171,172,1.9514793800027768e-12,1.940133569653924e-12,96.36485015317399,3.6351498468260104,Low
111,0,1,CADC0872,1,183,184,-7.178251793478263e-07,5.542761809864476e-10,2.354307076373955e-05,-1.4902804586425396,0.0325055706981565,1,1,1,26,42,6.835457946125205e-12,1.851519071448359e-11,183,184,3.028831590089879e-12,3.0123705488393904e-12,95.44605084987069,4.553949150129313,Low
112,0,0,CADC0872,1,159,160,-7.13331532375e-06,4.158692672745971e-10,2.039287295293621e-05,-1.428764844401614,-0.0219969629523018,1,1,1,31,40,6.507022667617873e-12,1.7878730571369878e-11,159,160,2.6155299828591014e-12,2.599182920466233e-12,95.56952170607394,4.430478293926058,Low
113,0,1,CADC0872,1,182,183,-2.9480549617486337e-06,6.954670548444273e-10,2.6371709365235072e-05,-1.497065087826975,0.0311215645095931,1,1,1,30,36,2.768676594840002e-12,5.8198771532712085e-12,182,183,3.8212475540902586e-12,3.800366419914903e-12,95.45330110297486,4.546698897025138,Low
114,1,0,CADC0872,1,162,163,-1.413188423312884e-06,5.224997430351774e-10,2.2858253280493188e-05,-1.064793426879995,0.0879224909305077,3,2,1,2,5,1.554453532824869e-11,3.014140872369753e-11,162,163,3.2253070557727013e-12,3.205519895921335e-12,95.0746027222161,4.925397277783901,Low
115,0,0,CADC0872,1,180,181,8.081112889502762e-06,7.247176029488675e-10,2.692057954333204e-05,-1.451142940463944,-0.05126756262822,1,1,1,47,64,1.1404303703911472e-12,7.820272319617394e-13,180,181,4.026208905271486e-12,4.003964657176063e-12,95.66350536114123,4.336494638858767,Low
116,0,1,CADC0872,1,180,181,6.070373187845303e-06,7.855700485497806e-10,2.802802255867832e-05,-1.5064694057741888,-0.0311183291688051,1,1,1,43,56,1.1905763739299693e-12,7.105954690152855e-13,180,181,4.364278047498781e-12,4.340166014087186e-12,95.63428745647373,4.365712543526271,Low
117,0,1,CADC0872,1,168,169,-1.46027224852071e-06,6.395613600594784e-10,2.5289550412363573e-05,-1.477610249264654,-0.0345059873626682,1,1,1,48,51,1.198986310968835e-12,1.0070893406039982e-12,168,169,3.806912857496896e-12,3.784386745914075e-12,95.62942206024067,4.370577939759329,Low
118,0,1,CADC0872,1,177,178,-3.254902657303371e-06,6.183474954419582e-10,2.4866593965438017e-05,-1.484768758297597,-0.0189562081915686,1,1,1,54,60,1.0289784959613222e-12,7.735265280480835e-13,177,178,3.4934886748133245e-12,3.473862333943587e-12,95.58899864209211,4.411001357907892,Low
119,1,0,CADC0872,1,178,179,7.275469273742831e-09,4.554870721891993e-10,2.1342143102069182e-05,-1.3084587667114072,-0.1184358841442671,2,1,1,2,1,2.7533875121484987e-11,8.036560536101421e-11,178,179,2.5589161358943778e-12,2.54462051502346e-12,95.78201135493312,4.217988645066882,Low
120,0,0,CADC0872,1,175,176,5.233998823863636e-06,3.2201117091316857e-10,1.7944669707552953e-05,-1.4329275322134478,-0.0601089298161865,1,1,1,51,58,6.971624302669488e-13,8.504958163814128e-13,175,176,1.8400638337895347e-12,1.829608925643004e-12,95.6796528672348,4.320347132765207,Low
121,1,1,CADC0872,1,183,184,2.2454212282608697e-06,2.349690394745728e-10,1.5328699862498866e-05,-1.0406986180660247,0.2775466582003152,3,2,1,3,6,6.513045969471966e-12,1.2826976891600122e-11,183,184,1.283983822265425e-12,1.2770056493183304e-12,94.52557434515771,5.4744256548422925,Low
122,0,1,CADC0872,1,175,176,-9.255720852272724e-07,2.581884844387609e-10,1.6068244597303118e-05,-1.4676663734827202,-0.0085579091497641,1,1,1,54,59,6.012835730111704e-13,8.415360837910738e-13,175,176,1.4753627682214908e-12,1.4669800252202325e-12,95.5512040479383,4.448795952061701,Low
123,0,1,CADC0872,1,184,185,-1.7774205027027027e-06,2.8010692212227673e-10,1.6736395135221825e-05,-1.4983242979589435,0.0133804083158065,1,1,1,56,60,5.546739853157392e-13,6.337277621886064e-13,184,185,1.522320228925417e-12,1.5140914709312257e-12,95.50449648111784,4.49550351888216,Low
124,0,1,CADC0872,1,176,177,3.862645152542373e-06,3.4628444299675304e-10,1.860871954210588e-05,-1.4776581213307702,-0.0401971481031012,1,1,1,53,63,6.930182033110659e-13,7.944374062067297e-13,176,177,1.967525244299733e-12,1.956409282467532e-12,95.64578008406177,4.354219915938231,Low
125,1,1,CADC0872,1,172,173,7.562725064161849e-06,4.6297949509214204e-10,2.1516958314133115e-05,-1.4248329702693008,-0.0865799000409812,1,1,1,2,2,6.55581411750908e-12,1.2300614369268376e-11,172,173,2.69174125053571e-12,2.676182052555735e-12,95.75043877590541,4.249561224094592,Low
126,1,1,CADC0872,1,187,188,5.918951968085106e-06,5.278737627488753e-10,2.297550353635096e-05,-0.7192408572686344,-0.3122210302439409,1,1,1,15,23,1.3338099666014122e-12,1.6164980112962534e-12,187,188,2.8228543462506697e-12,2.807839163557848e-12,96.03382864436004,3.9661713556399576,Low
127,1,1,CADC0872,1,169,170,-7.725837017647058e-06,6.265967225050614e-10,2.5031914079931275e-05,-1.3946256926742733,0.0412112620378664,2,2,2,2,2,5.92627457251049e-11,1.6650113383188122e-10,169,170,3.707672914231134e-12,3.685863073559186e-12,95.37312203536268,4.626877964637316,Low
128,0,1,CADC0872,1,188,189,-1.787396867724868e-06,9.552887372362424e-10,3.090774558644229e-05,-1.498484037764069,0.0116839869013488,1,1,1,54,63,1.3363103545671772e-12,8.301171559844914e-13,188,189,5.081323070405547e-12,5.054437763154724e-12,95.50892970945578,4.491070290544215,Low
129,1,1,CADC0872,1,184,185,-3.199592545945946e-06,5.704154650107843e-10,2.388337214487905e-05,-0.91979361008989,-0.0044808091943833,2,2,2,1,2,1.6594510109712626e-11,3.2602290545641697e-11,184,185,3.100084048971655e-12,3.0833268378961324e-12,95.26321010820472,4.736789891795283,Low
130,0,1,CADC0872,1,182,183,8.497664262295082e-06,7.297155659200723e-10,2.701324797058052e-05,-1.4730382419644317,-0.0531778674429865,1,1,1,47,59,1.1153178833197377e-12,7.465269972040044e-13,182,183,4.009426186374025e-12,3.987516753661598e-12,95.6799514018626,4.320048598137404,Low
131,0,0,CADC0872,1,190,191,3.908168623036649e-06,6.151222066032482e-10,2.480165733581626e-05,-1.4829706498455342,-0.039196930514112,1,1,1,54,67,1.0289688888334733e-12,1.066846816487566e-12,190,191,3.2374852979118337e-12,3.220535113106013e-12,95.64542732876947,4.354572671230528,Low
132,1,0,CADC0872,1,176,177,-2.901705118644068e-06,3.318119588356973e-10,1.821570637762086e-05,-1.4613426820998086,0.0857365026002015,1,1,1,17,23,1.7688424609553472e-12,2.8725784457575928e-12,176,177,1.885295220657371e-12,1.874643835229928e-12,95.28085287083734,4.719147129162664,Low
133,0,1,CADC0872,1,184,185,-2.679946854594594e-06,2.690226151064348e-10,1.6401908886054537e-05,-1.4514986195572848,-0.0281121033379274,1,1,1,53,63,6.315581173775428e-13,9.139533813915389e-13,184,185,1.4620794299262762e-12,1.4541762978726206e-12,95.59843129229387,4.401568707706133,Low
134,1,1,CADC0872,1,178,179,-1.858890735195531e-06,1.897119955069628e-10,1.377359776917283e-05,-0.1270711579261507,-0.3417235842882896,2,2,2,1,1,3.4929054383756886e-11,6.974969863866063e-11,178,179,1.0657977275672066e-12,1.0598435503182277e-12,95.8191633527774,4.1808366472226055,Low
135,0,1,CADC0872,1,175,176,2.2546554545454547e-06,1.3221829161478352e-10,1.1498621291910762e-05,-1.468346690467857,-0.0469621844186943,1,1,1,55,56,4.691559265042268e-13,8.32442738129494e-13,175,176,7.555330949416201e-13,7.512402932658154e-13,95.66047537893348,4.339524621066516,Low
136,1,1,CADC0872,1,188,189,2.9166292857142864e-06,1.4835877912788038e-10,1.2180261866145588e-05,-1.5048907687574025,-0.0154254847205833,1,1,1,40,47,4.71449596387371e-13,7.311259956967983e-13,188,189,7.891424421695766e-13,7.849670853327005e-13,95.58954672844729,4.410453271552711,Low
137,0,1,CADC0872,1,182,183,1.730631210928962e-06,1.6294646171912082e-10,1.2765048441706786e-05,-1.486411880067798,0.0131717210670932,1,1,1,51,58,4.669670317352995e-13,7.317833747166514e-13,182,183,8.953102292259386e-13,8.904178236017534e-13,95.49920907402337,4.500790925976631,Low
138,0,1,CADC0872,1,189,190,1.7198987842105263e-06,3.752356580922959e-10,1.9371000441182584e-05,-1.495990145617166,-0.0308050569182987,1,1,1,57,67,6.622959345584009e-13,7.522868851461215e-13,189,190,1.98537385234019e-12,1.9749245162752414e-12,95.62839368292191,4.37160631707809,Low
139,1,1,CADC0872,1,194,195,7.0993456620512825e-06,5.15831965425035e-10,2.271193442719125e-05,-1.2966215800059686,-0.0700483202711926,2,1,1,1,2,5.5801963398854994e-11,1.6470647832844474e-10,194,195,2.6589276568300777e-12,2.645292130384796e-12,95.63893946631835,4.361060533681652,Low
140,0,1,CADC0872,1,188,189,2.3475870158730163e-06,6.817550368199744e-10,2.611043923069803e-05,-1.389598825230904,-0.1031564151034949,1,1,1,50,66,1.0005719994736748e-12,7.922688051383695e-13,188,189,3.6263565788296523e-12,3.607169506983993e-12,95.779483716246,4.2205162837539945,Low
141,1,1,CADC0872,1,188,189,-5.285984036507937e-06,7.147917828834585e-10,2.673559019141823e-05,-1.2108317971295934,0.0067994398559526,3,3,1,2,5,2.3485162729222453e-11,4.599140120905013e-11,188,189,3.802083951507759e-12,3.781967105203485e-12,95.37788633975087,4.622113660249127,Low
142,0,0,CADC0872,1,201,202,-3.5120796534653463e-06,9.605579001175124e-10,3.099286853644742e-05,-1.4924345316589196,0.0026231889746752,1,1,1,56,69,1.1835697731144182e-12,7.259779053997505e-13,201,202,4.77889502546026e-12,4.755237129294615e-12,95.53154255437796,4.468457445622036,Low
143,1,1,CADC0872,1,199,200,-3.76249284e-06,4.227286218939271e-10,2.056036531518657e-05,0.0211439257265477,-0.4343601175481853,1,1,1,1,1,9.94107949851559e-12,1.927378860534124e-11,199,200,2.1242644316277744e-12,2.113643109469636e-12,96.00662652561378,3.9933734743862175,Low
144,0,1,CADC0872,1,206,207,7.768148739130436e-06,7.219219050707172e-10,2.6868604449630747e-05,-1.4117759282924864,-0.1126041011278292,1,1,1,53,67,9.391332787495384e-13,8.671450061262047e-13,206,207,3.504475267333579e-12,3.4875454351242373e-12,95.81740066188162,4.182599338118379,Low
145,0,1,CADC0872,1,212,213,6.163727824413145e-06,5.406971020033051e-10,2.325289448656457e-05,-1.1013740765917042,-0.34532683784316,1,1,1,55,71,6.586540202517837e-13,7.171191124427444e-13,212,213,2.550458028317477e-12,2.5384840469638738e-12,96.32023649742068,3.67976350257932,Low
146,1,1,CADC0872,1,196,197,1.9226841573604054e-07,1.8928624708554163e-10,1.3758133851854387e-05,-0.6539800984488155,-0.4800756927215989,2,2,1,1,5,5.769793537903537e-12,1.1371263262769944e-11,196,197,9.657461585997025e-13,9.608438938352368e-13,96.47668204303376,3.5233179569662383,Low
147,0,0,CADC0872,1,217,218,-2.569142665137617e-07,2.8608843121257034e-10,1.691414884682556e-05,-1.4331014065909031,-0.0400891825581654,1,1,1,67,78,4.983098532868963e-13,8.396632802573819e-13,217,218,1.318379867339034e-12,1.3123322532686712e-12,95.6230662699229,4.3769337300770985,Low
148,1,0,CADC0872,1,192,193,-4.5592841352331605e-06,8.931838685251097e-11,9.450840536825864e-06,-1.0864755103792196,-0.0802138211690207,1,1,1,20,23,8.505806167758712e-13,1.7097043972953108e-12,192,193,4.651999315234947e-13,4.627895691839947e-13,95.56221766987788,4.437782330122118,Low
149,0,1,CADC0872,1,203,204,1.5210467681372549e-06,1.2780850266076102e-10,1.1305242264576246e-05,-1.472738422659563,-0.0618977404070774,1,1,1,58,66,4.0172850337526973e-13,7.71811408149356e-13,203,204,6.29598535274685e-13,6.265122679449071e-13,95.70500140557422,4.294998594425778,Low
150,1,1,CADC0872,1,216,217,2.265338898617511e-06,1.3622748220699782e-10,1.1671652933796388e-05,-1.4890603769227575,0.0019479593487525,2,1,1,26,51,6.692201249068052e-13,1.3332062639864765e-12,216,217,6.306827879953603e-13,6.27776415700451e-13,95.53237114788503,4.46762885211497,Low
151,1,1,CADC0872,1,211,212,3.164178822169812e-06,1.1582833516843627e-10,1.0762357323952604e-05,-1.3783019472212494,-0.0445365880453412,2,1,1,2,18,1.826376296937111e-12,3.60756381441748e-12,211,212,5.489494557745794e-13,5.463600715492277e-13,95.60823453085561,4.391765469144389,Low
152,0,1,CADC0872,1,191,192,-2.8827177390625e-06,1.0048276671519308e-10,1.0024109272907648e-05,-1.2498167037314607,-0.1570674954471162,1,1,1,56,63,3.628328619550296e-13,7.520203082007499e-13,191,192,5.260877838491787e-13,5.233477433082975e-13,95.86223629221723,4.137763707782767,Low
153,0,1,CADC0872,1,219,220,-1.781899090909097e-07,3.2306511167793756e-10,1.7974012119667037e-05,-1.472423262965432,0.0372601848115595,1,1,1,64,72,5.752136210578944e-13,8.971635648849389e-13,219,220,1.475183158346747e-12,1.4684777803542617e-12,95.42375870611532,4.576241293884678,Low
154,0,1,CADC0872,1,204,205,3.07853767804878e-06,3.558216679876522e-10,1.886323588326383e-05,-1.381150540821647,-0.1238730113175909,1,1,1,65,69,6.30648344627036e-13,9.44976629907646e-13,204,205,1.7442238626845697e-12,1.7357154535983033e-12,95.83413717413164,4.165862825868359,Low
155,0,0,CADC0872,1,208,209,5.3377053732057406e-06,5.392836018744721e-10,2.32224805280244e-05,-1.3777008011508434,-0.058894301161923,1,1,1,69,71,7.636936924957077e-13,8.103915966244774e-13,208,209,2.5927096243965002e-12,2.580304315188861e-12,95.64820271426318,4.351797285736822,Low
156,0,1,CADC0872,1,198,199,4.406177587939705e-07,7.194354450084973e-10,2.682229380587159e-05,-1.4440643173689034,-0.0460616337276411,1,1,1,52,74,1.0829901983728074e-12,1.1130446102822105e-12,198,199,3.633512348527765e-12,3.615253492505013e-12,95.64519388488623,4.3548061151137745,Low
157,0,1,CADC0872,1,216,217,-3.8975903917050695e-06,7.793099452656104e-10,2.791612339250582e-05,-1.4952048260924922,0.0182986683434696,1,1,1,66,73,1.0935445317644569e-12,1.2156780130940786e-12,216,217,3.607916413266716e-12,3.591290070348436e-12,95.4886356212844,4.511364378715598,Low
158,0,1,CADC0872,1,205,206,-7.279649669902911e-06,5.2130737111929e-10,2.283215651486496e-05,-1.4054538536145942,-0.0540107957675127,1,1,1,56,65,8.320981484636078e-13,9.900839158442413e-13,205,206,2.542962785947757e-12,2.5306183064043205e-12,95.64837332756076,4.351626672439238,Low
159,0,1,CADC0872,1,233,234,3.8069060470085474e-06,8.763908379121281e-10,2.960389903225804e-05,-1.4340995665339882,-0.0715958190065987,1,1,1,63,74,1.0726205750316916e-12,1.142500742304392e-12,233,234,3.761334068292396e-12,3.745259991077472e-12,95.7124087323623,4.287591267637694,Low
